cnty,percent_male10,med_age10,percent_black10,percent_white10,total_pop10,pop_density10,log_pop_density10,rep_pre_2008,rep_pre_2012,rep_sen_2010,rep_hou_2010,main_protestant10,evan_protestant10,catholic10,med_house_val0509,med_house_income0509,below_poverty0509,high_school0509,bac0509,grad0509,married0509,divorced0509,separated0509,other_language0509,foreign_born0509,same_sex0509,murderrate2008,robberyrate2008,agasltrate2008,percent_physically_inactive_chr12,motorvehicle_mortality_rate_chr12,year_potential_life_lost_rate_chr12,percent_excessive_drinking_chr12,percent_smokers_chr12,physically_unhealthy_days_chr12,mentally_unhealthy_days_chr12,percent_fair_or_poor_chr12,percent_obese_chr12,ls09_10_avg,elev,maxtemp0610,mintemp0610,max_heat_index0610,sunlight0610,precipitation0610,Land Area km²,Water Area km²,Total Area km²,Latitude,Longitude 
18013,49.6,46.7,0.3,97.6,15242,48.9,3.88978,0.478461,56.97,0.512324,0.53634,70.8589,105.43,49.21,158900.0,51904.0,10.5,87.5,21.3,8.2,63.0,11.6,1.6,3.4,1.8,0.1,0.00013678,0.0,0.000752291,26.1,27.5673,6676.96,13.4,21.8,2.3,2.6,12.9,29.9,3.40144,233.0,63.01,45.97,756.0,15452.2,3.45,808.027,12.043,820.07,39.192585,-86.23941
18015,50.1,40.9,0.2,96.8,20155,54.1,3.99083,0.427656,64.0077,0.598021,0.621012,160.56,131.93,92.78,107500.0,47030.0,10.0,87.1,13.2,3.5,63.9,10.8,0.5,3.1,1.7,0.6,0.0,0.000100226,0.000501128,27.0,19.7379,7671.69,10.0,28.0,3.4,3.6,19.1,32.2,3.39146,205.0,61.08,44.11,700.0,15016.8,3.07,964.056,7.238,971.294,40.58498,-86.565141
18017,50.0,38.7,1.5,88.2,38966,94.5,4.5486,0.447901,59.6215,0.588382,0.612056,134.169,175.509,117.62,82500.0,43006.0,12.9,82.0,13.6,5.1,58.7,11.5,1.5,10.8,7.0,0.2,0.0,0.000859014,0.00123483,28.9,15.0036,7873.21,8.6,25.2,3.4,3.4,19.4,34.4,3.36507,191.0,60.59,44.17,680.0,14980.5,3.07,1067.476,6.974,1074.45,40.753799,-86.355169
18019,49.0,37.9,6.9,87.1,110232,295.6,5.68901,0.45999,53.9813,0.544967,0.531661,69.5189,170.59,92.0789,121700.0,47011.0,11.6,84.0,16.8,5.7,51.0,14.6,2.3,4.1,2.5,0.8,1.00258e-05,0.000982525,0.00110283,31.8,11.045,7840.79,17.5,29.4,3.6,4.9,15.0,31.0,3.36932,156.0,64.83,48.06,775.0,15496.7,3.65,965.691,9.313,975.004,38.476217,-85.711122
18021,49.2,39.9,0.3,97.8,26890,75.2,4.32015,0.434752,65.8012,0.554295,0.616744,137.0,269.1,13.24,88500.0,43943.0,13.4,86.9,13.2,4.6,60.6,11.0,1.3,2.7,0.8,0.8,0.0,0.0001126,0.00424126,29.7,29.2782,8696.78,15.4,28.1,3.9,2.9,21.1,36.0,3.36902,186.0,63.21,46.13,780.0,15232.2,3.36,926.029,7.199,933.228,39.393951,-87.115837
18023,49.4,37.5,0.4,91.0,33224,82.0,4.40672,0.42826,64.1303,0.623044,0.674463,120.64,161.36,154.56,100800.0,47453.0,13.2,80.0,12.3,3.9,55.9,10.5,1.7,11.7,7.6,0.2,0.0,0.000171468,0.000457247,27.2,18.0491,7484.05,10.2,20.6,4.2,3.5,15.7,28.7,3.38026,262.0,61.03,44.48,664.0,14989.0,3.16,1049.126,0.461,1049.588,40.305944,-86.477567
18025,50.7,41.8,0.2,97.4,10713,35.1,3.5582,0.481872,52.7451,0.4808,0.466087,68.98,243.909,17.7389,86100.0,34883.0,20.7,80.2,10.1,4.7,54.3,15.3,0.7,0.9,0.2,0.4,,,,31.4,32.4052,8858.11,10.0,23.7,5.6,3.0,19.9,36.7,,211.0,65.23,47.86,789.0,15583.0,3.6,791.611,7.966,799.577,38.289433,-86.440871
18027,49.8,35.4,0.5,95.0,31648,73.7,4.3,0.318345,74.5171,0.666761,0.713715,105.599,356.519,84.93,91600.0,42562.0,14.6,74.4,11.6,4.9,54.5,11.8,1.4,13.5,2.4,0.8,0.0,0.0,0.00146457,27.1,22.2737,7478.7,15.0,24.8,3.9,3.0,25.2,32.6,3.36942,150.0,65.1,47.84,847.0,15473.0,3.59,1112.366,19.133,1131.499,38.696155,-87.076988
18029,49.7,40.0,0.6,97.5,50047,164.1,5.10048,0.32061,68.8585,0.704431,0.691701,106.0,104.34,186.169,157200.0,55949.0,6.5,87.8,17.0,5.2,59.2,10.7,1.2,2.4,1.1,0.0,0.0,6.61872e-05,0.000948683,28.8,17.2387,6413.63,16.0,,4.2,3.4,13.1,33.5,3.36929,237.0,63.4,45.73,679.0,15456.8,3.07,790.033,6.169,796.202,39.151491,-84.97346
18031,49.5,38.7,0.3,97.3,25740,69.1,4.23555,0.371091,69.0629,0.632666,0.764499,192.93,133.68,252.87,115600.0,45265.0,10.2,84.5,14.5,5.8,59.9,11.5,1.3,3.7,2.5,0.6,,,,25.2,29.83,7371.33,13.3,23.8,3.9,3.9,16.4,30.8,3.37763,281.0,62.52,45.85,672.0,15330.6,3.38,964.946,1.955,966.902,39.30598,-85.499831
18033,49.6,38.1,0.4,96.9,42223,116.4,4.75703,0.418392,64.8395,0.639162,0.624784,84.2189,196.879,125.409,111900.0,45792.0,8.9,87.8,16.3,5.7,56.3,13.1,1.2,3.9,1.7,0.3,0.0,0.000331082,0.00125811,26.8,14.8062,6152.47,12.8,21.7,3.5,3.8,16.6,31.4,3.38329,268.0,59.16,42.68,566.0,14886.8,2.71,939.711,2.657,942.368,41.401189,-85.000185
18035,48.1,34.8,6.9,89.1,117671,300.1,5.70412,0.56924,47.258,0.479776,0.567592,83.93,144.83,35.45,91700.0,37386.0,19.6,83.6,21.5,9.3,45.9,10.9,1.2,3.2,2.0,0.7,8.69996e-06,0.000739497,0.00229679,29.7,12.6411,8847.02,14.4,24.8,4.1,4.6,17.9,32.7,3.36586,285.0,60.97,44.63,611.0,15070.8,3.0,1015.596,9.804,1025.4,40.227165,-85.398856
18037,49.2,39.9,0.3,95.1,41889,98.0,4.58497,0.471209,62.8519,0.504539,0.550043,121.269,95.68,525.22,124700.0,53286.0,8.1,83.9,20.1,8.1,59.6,9.4,0.5,7.1,3.1,0.5,4.95589e-05,4.95589e-05,0.000297354,24.9,16.7991,6687.92,22.4,18.9,1.8,1.5,10.7,31.9,3.41199,181.0,65.69,48.2,832.0,15546.8,3.63,1106.622,20.887,1127.509,38.373344,-86.873385
18039,49.3,34.9,5.7,82.9,197559,426.5,6.05561,0.439391,62.4565,0.662689,0.64272,67.7,267.93,54.49,124100.0,47840.0,12.9,78.7,17.6,5.8,54.5,11.3,2.0,18.3,9.1,0.4,4.00603e-05,0.00102154,0.000165249,25.9,15.9846,6628.94,12.1,21.2,3.1,3.4,15.2,28.6,3.3502,241.0,58.88,42.59,585.0,14781.1,2.77,1199.606,12.432,1212.038,41.600693,-85.863986
18041,49.0,40.8,1.3,96.9,24277,112.9,4.7265,0.463855,57.0895,0.501989,0.612121,106.64,223.3,84.8489,87500.0,38060.0,20.5,76.6,8.5,3.8,56.8,13.0,2.4,2.1,1.2,0.0,0.0,0.000290432,0.000788316,31.6,15.007,9722.29,15.1,25.6,3.5,7.1,24.4,34.3,3.39466,287.0,62.03,44.81,619.0,15211.0,3.08,556.884,0.384,557.268,39.639655,-85.185032
18043,48.5,39.1,5.2,90.4,74578,504.1,6.22277,0.44511,56.3036,0.565089,0.556747,99.4889,278.31,164.039,143300.0,52242.0,10.5,86.8,21.3,7.8,53.5,13.3,1.7,2.5,1.7,0.4,0.0,0.000559391,0.00113243,24.6,12.2594,7614.16,14.4,29.8,3.9,4.1,19.6,31.3,3.38492,254.0,65.28,48.08,768.0,15476.5,3.53,383.149,2.649,385.798,38.317937,-85.911474
18045,49.5,41.6,0.2,97.5,17240,43.6,3.77506,0.417544,65.5885,0.590816,0.622882,70.2989,211.479,34.7989,86600.0,43431.0,12.7,82.2,11.5,4.1,57.6,12.7,1.0,3.0,2.0,0.3,0.0,0.0,0.00273473,30.1,26.9932,7962.76,14.6,28.5,4.6,3.2,16.7,29.2,3.39869,205.0,61.85,44.64,729.0,15040.2,3.0,1024.744,5.76,1030.503,40.121282,-87.234806
18047,50.0,40.0,0.2,98.3,23087,60.1,4.09601,0.320829,70.303,0.672574,0.724368,108.239,103.56,205.439,133300.0,50937.0,11.1,85.2,17.7,6.2,58.1,10.1,0.7,1.7,0.6,0.6,0.0,4.28266e-05,0.000214133,26.2,29.1482,6931.21,14.6,26.9,4.5,2.8,23.7,28.5,3.40932,299.0,62.56,45.24,632.0,15329.5,2.99,995.669,17.146,1012.814,39.409762,-85.066964
18049,49.7,40.3,0.7,95.0,20836,56.6,4.03601,0.411059,65.4319,0.628814,0.513284,141.199,141.969,54.14,96100.0,41483.0,12.9,84.2,13.0,4.8,56.9,12.7,1.7,6.2,1.9,1.1,,,,27.0,22.2638,8616.07,14.6,20.4,3.8,4.2,16.5,31.6,3.36991,230.0,60.12,43.56,650.0,14900.8,3.03,954.121,7.451,961.573,41.050384,-86.265006
18051,49.5,39.9,1.8,95.5,33503,68.7,4.22975,0.427625,64.4454,0.551833,0.588006,96.4689,109.48,186.34,96100.0,45426.0,11.1,88.0,14.2,4.7,55.8,13.4,0.6,1.8,0.8,0.2,0.0,4.12167e-05,0.000329734,27.5,20.3383,5596.69,11.9,25.3,3.1,3.9,15.3,28.3,3.37616,149.0,66.21,47.75,856.0,15655.7,3.48,1262.582,30.248,1292.83,38.317413,-87.580566
18053,48.1,39.5,7.0,88.2,70061,169.2,5.13108,0.429408,59.9209,0.604834,0.618118,128.389,213.27,33.2289,83400.0,38797.0,17.3,83.0,15.8,6.5,51.0,12.5,1.3,3.4,1.6,0.3,1.46479e-05,0.000761693,0.000541974,32.7,16.8309,8618.5,12.2,27.3,4.1,3.9,17.6,30.1,3.34339,260.0,60.83,44.11,621.0,15019.0,2.93,1072.447,2.133,1074.58,40.515758,-85.654946
18055,49.9,41.1,0.1,98.1,33165,61.1,4.11251,0.418886,64.5031,0.535381,0.601855,111.23,228.009,22.4889,85200.0,40252.0,16.1,83.5,10.9,4.9,56.4,13.8,1.1,1.9,0.9,0.1,4.0803e-05,0.000122409,0.000204015,29.0,19.827,8783.16,9.5,26.8,4.4,4.5,20.2,31.2,3.38713,153.0,64.27,46.93,817.0,15378.5,3.57,1405.055,8.865,1413.92,39.0486,-87.005245
18057,48.8,35.6,3.5,88.5,274569,696.4,6.54592,0.385111,66.305,0.677308,0.634369,88.4889,166.99,146.599,208000.0,82088.0,4.6,95.9,52.6,17.4,61.3,9.9,1.1,8.5,6.1,0.6,3.66206e-06,0.000117186,0.000527337,19.0,6.55814,4070.65,17.2,13.9,2.5,2.5,8.7,22.1,3.44268,233.0,61.42,44.8,662.0,15020.9,3.35,1021.148,21.159,1042.307,40.04987,-86.020586
18059,49.1,39.1,2.1,95.2,70002,228.8,5.43285,0.346656,69.409,0.634977,0.622172,85.68,233.009,66.0789,156200.0,60878.0,5.9,90.2,23.8,8.3,64.2,10.0,0.8,2.6,1.6,0.4,0.0,0.000147641,0.000265753,24.2,15.2107,6972.42,18.8,20.7,3.4,3.1,15.1,27.6,3.36555,279.0,61.63,45.07,659.0,15066.4,3.47,792.578,2.614,795.191,39.822604,-85.772904
18061,50.0,40.2,0.5,97.4,39364,81.2,4.39692,0.402852,60.2116,0.572309,0.544213,132.74,137.159,112.969,124100.0,50544.0,9.4,87.6,13.1,4.0,59.9,10.9,1.8,1.9,0.9,0.5,0.0,0.00010786,0.00016179,29.1,19.9983,6748.98,20.8,17.3,3.1,2.9,11.6,30.1,3.36646,205.0,65.45,48.09,785.0,15573.4,3.51,1254.889,5.193,1260.083,38.18644,-86.103681
18063,49.8,36.7,4.9,90.1,145448,357.4,5.87886,0.377923,66.4906,0.671907,0.745589,81.8789,217.379,74.67,157600.0,65246.0,5.5,93.0,30.2,9.4,62.1,9.8,1.2,5.2,3.1,0.4,0.0,0.000298655,0.00147834,23.5,9.91983,5703.7,16.3,21.2,3.1,3.1,14.3,33.6,3.39484,277.0,61.67,45.4,693.0,15095.5,3.38,1053.895,4.834,1058.729,39.768749,-86.510287
18065,50.7,41.4,2.2,95.7,49462,126.2,4.83787,0.471833,57.0211,0.543079,0.651917,127.609,239.68,12.66,92900.0,41816.0,12.6,82.9,13.2,4.5,57.6,12.4,1.2,2.0,0.5,0.4,2.12784e-05,0.000234062,2.12784e-05,31.1,20.7816,9380.24,9.9,26.6,4.3,3.5,15.3,31.1,3.3766,328.0,60.98,45.09,603.0,15095.2,3.19,1014.955,7.655,1022.61,39.929576,-85.397338
18067,48.1,40.7,6.9,88.6,82752,282.4,5.64332,0.462692,56.0127,0.552158,0.57717,109.069,303.319,62.84,109000.0,46901.0,15.9,85.5,18.8,8.0,57.4,12.1,1.3,3.6,2.1,0.6,3.58955e-05,0.000729875,0.00205801,32.2,16.583,8484.06,9.6,23.8,4.5,4.4,16.0,34.3,3.37955,246.0,60.9,44.23,642.0,15013.2,3.03,759.013,2.24,761.253,40.483537,-86.114118
18069,49.1,39.0,0.4,97.1,37124,97.0,4.57471,0.357852,68.8995,0.690268,0.716951,112.73,237.639,131.34,97800.0,45490.0,11.0,87.7,15.4,5.8,56.7,11.8,0.9,1.8,0.8,0.7,0.0,0.000106168,0.000902431,31.0,16.5361,5992.11,19.2,28.0,3.4,3.4,16.2,35.1,3.39344,247.0,60.64,43.87,617.0,15003.5,2.76,991.061,13.135,1004.196,40.826394,-85.478598
18071,49.8,38.7,0.7,94.5,42376,83.2,4.42125,0.423276,62.3444,0.580679,0.557206,119.239,402.209,35.3989,108800.0,42525.0,12.2,83.0,13.6,4.6,61.0,12.2,1.3,5.3,4.8,0.3,0.0,0.000165653,0.00231914,33.2,13.9374,8704.69,15.2,25.6,4.5,3.8,20.2,30.9,3.3938,162.0,64.12,46.86,778.0,15477.5,3.55,1319.113,11.917,1331.03,38.911957,-86.042516
18073,49.8,38.0,0.6,95.8,33478,59.8,4.09101,0.391767,61.6858,0.648691,0.607512,107.14,165.9,129.669,137800.0,53369.0,9.5,86.9,15.6,4.9,59.1,9.8,1.1,3.3,2.2,0.2,0.0,0.000638876,0.0231592,30.1,19.3251,8208.26,11.9,,3.3,4.2,12.9,32.4,3.38122,211.0,60.11,43.04,675.0,14976.0,2.89,1449.421,4.561,1453.982,41.017688,-87.118814
18075,49.3,39.0,0.3,97.0,21253,55.4,4.01458,0.450752,58.79,0.594698,0.675934,145.669,154.939,81.45,78700.0,38026.0,13.8,83.3,11.3,3.7,54.2,14.1,1.2,3.9,1.0,0.4,5.26343e-05,0.0,0.000736881,32.3,23.1552,8207.52,9.0,23.2,3.5,3.8,16.4,34.6,3.35802,278.0,60.79,44.18,585.0,15046.5,2.89,994.31,0.459,994.769,40.434972,-85.00338
18077,48.2,39.7,1.7,95.2,32428,89.9,4.4987,0.463677,54.0606,0.543993,0.536306,183.389,174.479,77.09,104300.0,40704.0,14.1,82.8,18.1,8.1,50.7,14.0,1.5,3.2,2.0,0.2,,,,31.0,16.7331,7222.37,17.0,30.3,4.5,5.0,18.8,30.6,3.3696,252.0,63.69,47.28,723.0,15496.0,3.58,934.029,5.848,939.877,38.783604,-85.44009
18079,50.1,38.4,0.8,96.8,28525,75.7,4.32678,0.448687,59.7073,0.563372,0.531445,100.049,168.03,78.18,89500.0,43490.0,12.0,80.6,7.6,2.3,57.6,15.0,1.4,2.7,1.2,0.4,0.0,0.000142136,0.00181224,28.6,24.7788,9724.52,16.0,34.5,4.9,4.7,19.4,29.5,3.36945,231.0,63.49,46.98,726.0,15457.1,3.56,975.346,4.564,979.91,38.996234,-85.628111
18081,49.2,36.8,1.1,93.9,139654,435.8,6.07718,0.367523,68.1682,0.66536,0.738817,71.1889,294.769,82.98,142200.0,59973.0,7.5,89.8,24.3,7.8,57.1,11.3,1.3,4.0,3.0,0.7,7.53228e-06,0.000158178,0.00207138,27.9,11.459,6378.73,15.9,25.3,3.4,3.4,14.0,29.3,3.40321,231.0,62.51,45.88,719.0,15275.6,3.41,829.903,3.529,833.432,39.495986,-86.0946
18083,50.3,38.5,2.6,94.9,38440,74.5,4.3108,0.46085,63.4665,0.49145,0.560506,148.259,175.21,126.609,82300.0,39215.0,17.3,85.3,15.0,5.6,52.6,12.0,0.8,2.8,1.7,0.5,0.0,0.000376266,0.000376266,34.0,19.0064,9244.46,14.0,30.5,3.9,4.4,18.3,32.0,3.36574,167.0,65.54,47.67,850.0,15531.9,3.47,1336.514,20.755,1357.269,38.688663,-87.420182
18085,49.7,37.7,0.7,93.3,77358,145.6,4.98086,0.306498,75.0432,0.749085,0.742708,72.65,204.629,56.31,129200.0,49897.0,9.5,84.4,19.3,6.9,60.3,11.0,1.2,10.8,4.5,0.6,1.31048e-05,0.000104838,0.000419353,27.0,19.0291,6725.07,11.6,25.8,3.3,3.4,16.7,32.7,3.36723,248.0,59.64,42.99,607.0,14859.9,2.72,1376.27,59.601,1435.871,41.244293,-85.861575
18087,50.4,30.4,0.3,96.6,37128,97.8,4.58292,0.385945,66.8849,0.678851,0.696486,70.2189,482.949,18.23,144300.0,49324.0,13.7,59.9,9.8,3.1,64.2,8.3,1.1,35.7,2.6,0.2,0.0,5.36509e-05,0.000241429,24.7,21.8476,5870.19,12.9,22.0,3.2,3.6,16.2,29.7,3.38532,291.0,58.66,42.02,549.0,14830.5,2.66,983.222,18.333,1001.555,41.642468,-85.426302
18089,48.3,37.4,25.9,64.4,496005,994.1,6.90184,0.667288,33.9174,0.392472,0.340004,58.35,198.009,203.819,129100.0,47962.0,16.5,85.2,18.3,6.2,47.1,11.4,2.0,13.9,6.4,0.5,0.000182181,0.00161868,0.00244792,30.4,13.0571,9185.26,18.0,25.6,3.5,3.4,17.6,34.2,3.31292,206.0,59.35,42.7,690.0,14874.8,3.14,1292.304,330.48,1622.784,41.472239,-87.374337
18091,51.7,39.6,10.8,84.1,111467,186.3,5.22736,0.602272,42.6158,0.472906,0.398523,80.8789,112.64,133.12,117800.0,47090.0,12.5,85.4,16.6,5.7,50.5,12.4,1.5,5.8,3.1,0.2,4.71103e-05,0.000876251,0.000744342,26.4,20.7339,8775.36,20.3,26.3,3.1,3.4,14.5,31.2,3.37139,238.0,58.84,43.09,642.0,14800.0,3.07,1549.588,38.747,1588.335,41.549011,-86.744729
18093,49.4,41.6,0.4,97.3,46134,102.7,4.63181,0.388907,65.2115,0.629908,0.682226,124.81,258.16,40.64,95700.0,40328.0,15.5,81.3,12.2,4.6,59.0,13.4,1.1,2.3,1.2,0.6,2.41354e-05,0.000144812,0.000868873,30.1,19.7862,8841.4,12.4,22.8,3.8,4.4,20.0,28.5,3.34746,164.0,64.04,46.57,789.0,15441.0,3.6,1163.34,7.151,1170.491,38.839815,-86.48782
18095,50.0,39.2,8.3,87.7,131636,291.3,5.67435,0.525846,51.1151,0.482058,0.601178,103.5,195.199,59.7589,96600.0,43372.0,13.1,85.5,16.5,5.9,49.2,14.8,1.7,2.9,1.5,0.6,5.36553e-05,0.00139504,0.00103286,33.8,16.7831,8463.5,15.2,30.8,4.1,4.8,19.5,36.8,3.34025,268.0,61.15,44.62,642.0,15031.5,3.18,1170.455,2.562,1173.017,40.166203,-85.722454
18097,48.2,33.9,26.7,62.7,903393,2279.6,7.73176,0.637879,38.0238,0.413702,0.441158,97.54,158.669,110.68,121500.0,43858.0,16.6,84.1,27.7,9.6,42.3,13.2,2.4,9.9,6.8,0.9,0.000133217,0.00475712,0.0058684,26.0,11.8003,9229.13,16.1,25.8,3.6,3.8,17.8,30.3,3.31678,224.0,62.07,45.49,704.0,15092.2,3.37,1026.408,17.378,1043.786,39.782976,-86.135794
18099,49.5,38.4,0.5,93.5,47051,106.1,4.66438,0.425283,63.3831,0.626229,0.543022,99.87,197.25,43.4389,120200.0,50786.0,11.0,82.1,16.9,6.7,58.7,11.0,1.1,12.1,4.6,0.2,2.13429e-05,2.13429e-05,0.000106714,29.3,24.1985,7059.16,12.0,23.3,3.5,3.7,12.0,29.0,3.3661,256.0,59.44,43.25,630.0,14809.8,3.02,1148.993,15.836,1164.829,41.325003,-86.269036
18101,50.5,41.8,0.1,98.4,10334,30.8,3.42751,0.34795,68.775,0.528872,0.603624,119.219,228.08,253.729,82300.0,42257.0,12.9,82.0,8.8,3.1,57.3,13.9,0.1,1.9,1.8,0.3,,,,31.4,27.8021,9170.87,16.9,18.4,4.4,2.3,14.2,29.7,,188.0,64.81,47.55,821.0,15483.2,3.71,869.555,12.093,881.648,38.705322,-86.801847
18103,53.3,39.5,4.5,91.8,36903,98.7,4.59208,0.394246,63.9543,0.605278,0.619408,155.68,167.52,30.3,84600.0,38872.0,15.9,80.9,11.0,4.2,53.4,13.6,2.1,4.7,1.0,0.4,0.0,0.0,0.000288553,30.9,26.1528,8076.37,18.5,32.1,4.0,3.7,15.9,32.2,3.39771,197.0,60.54,43.9,647.0,14953.4,2.88,968.247,9.185,977.431,40.772881,-86.044259
18105,49.9,27.7,3.3,87.8,137974,349.7,5.85708,0.655699,39.2867,0.399989,0.41702,72.6289,122.81,75.01,141600.0,38124.0,24.8,90.5,40.1,19.8,39.2,8.8,0.9,8.1,6.0,0.6,2.31506e-05,0.000416712,0.00177488,21.6,9.22935,6281.41,17.3,19.8,3.4,3.6,13.9,25.6,3.3535,245.0,63.11,45.5,779.0,15400.7,3.51,1021.773,43.543,1065.316,39.160751,-86.523325
18107,50.4,39.4,0.9,95.2,38124,75.6,4.32546,0.393392,68.0332,0.598933,0.678778,155.65,192.4,67.4889,105600.0,48572.0,10.4,85.8,18.6,6.8,57.7,11.3,1.0,4.3,2.8,0.2,0.0,0.000237511,0.00139868,31.1,25.5732,8037.74,13.3,26.7,3.8,3.7,16.1,31.3,3.37475,238.0,61.59,44.68,698.0,15003.1,3.19,1306.941,2.155,1309.097,40.040296,-86.892715
18109,49.6,39.9,0.3,97.7,68894,170.5,5.13874,0.358544,69.3094,0.663284,0.740981,79.2189,228.93,43.59,138200.0,54926.0,8.8,84.5,13.8,4.6,60.2,11.4,1.1,1.5,1.0,0.4,0.0,0.000425441,0.00072325,28.0,21.1725,7265.78,18.6,23.2,3.4,3.2,16.3,30.8,3.38502,222.0,62.69,45.76,753.0,15277.2,3.38,1046.275,14.137,1060.411,39.482646,-86.447457
18111,50.5,42.4,0.4,96.2,14244,35.5,3.56953,0.434243,58.2066,0.616647,0.545051,102.079,119.349,140.129,109300.0,53028.0,8.0,85.2,9.5,3.6,60.4,10.4,1.1,4.6,2.4,0.1,7.1736e-05,0.0,0.000573888,29.7,40.0481,8574.62,15.8,,2.9,4.0,,30.9,3.39409,211.0,60.42,43.24,680.0,14968.7,2.92,1040.55,4.35,1044.9,40.962399,-87.402172
18113,50.0,37.1,0.4,92.5,47536,115.7,4.751,0.416166,65.7474,0.635598,0.641835,73.06,142.569,61.03,110400.0,46744.0,10.8,80.7,13.2,4.9,57.8,11.8,1.2,11.9,6.0,0.2,0.0,2.09938e-05,0.000377889,27.5,22.5878,7146.12,15.7,25.1,3.0,3.0,18.3,31.0,3.37272,298.0,59.02,42.28,560.0,14861.8,2.68,1064.078,17.068,1081.146,41.400794,-85.41785
18115,49.5,43.7,0.4,98.1,6128,71.1,4.26409,0.396847,62.398,0.591818,0.585333,112.92,174.28,,137100.0,49661.0,7.5,83.4,10.9,3.9,63.0,9.7,1.2,2.4,0.2,0.3,,,,29.3,,6649.93,,,,,,29.9,,240.0,63.76,46.28,689.0,15510.3,3.34,223.102,3.352,226.454,38.940527,-84.964299
18117,49.7,40.8,0.9,97.0,19840,49.8,3.90802,0.419243,59.375,0.582749,0.572531,172.08,242.49,18.6489,89300.0,35667.0,21.1,77.0,11.0,5.0,57.9,12.6,1.9,4.3,0.8,0.4,0.0,0.00010188,0.000764098,36.6,21.8382,7661.98,11.8,30.4,4.6,5.1,24.7,32.9,3.33971,232.0,64.67,47.3,776.0,15530.8,3.72,1031.818,25.394,1057.212,38.547381,-86.489257
18119,50.1,42.4,0.3,97.9,21575,56.0,4.02535,0.436965,62.3937,0.546625,0.600464,90.3789,141.409,12.5089,92400.0,42465.0,12.5,81.4,8.8,3.1,56.6,14.5,1.1,1.9,1.2,0.2,,,,30.7,23.3028,7571.8,,32.3,3.9,2.9,15.1,35.6,3.40095,245.0,63.16,46.23,785.0,15274.7,3.57,997.893,6.571,1004.463,39.317339,-86.838845
18121,46.8,41.3,2.3,96.1,17339,39.0,3.66356,0.419874,64.9885,0.535576,0.604143,109.93,222.68,12.98,89100.0,37962.0,19.2,80.1,11.2,3.6,52.0,15.0,1.2,7.6,1.2,0.3,0.0,0.000583022,0.000233209,33.4,28.2043,9266.18,13.9,,3.8,3.1,17.0,28.7,3.38782,215.0,62.5,45.93,755.0,15097.4,3.21,1151.671,13.769,1165.441,39.77425,-87.19695
18123,53.0,40.4,2.4,96.0,19338,50.7,3.92593,0.605536,43.2127,0.368984,0.389188,96.5489,51.6589,307.939,94700.0,43918.0,10.7,81.9,8.5,3.9,53.2,13.4,0.9,2.1,0.5,0.1,0.0,0.000158655,0.000687503,29.6,27.2185,8065.57,20.4,25.1,4.6,4.2,20.2,32.7,3.37096,183.0,66.06,48.47,833.0,15647.0,3.59,988.669,11.818,1000.486,38.081436,-86.62654
18125,50.0,42.8,0.3,98.2,12845,38.4,3.64806,0.44791,61.2049,0.477121,0.528922,120.2,112.42,29.0389,80400.0,39685.0,14.4,83.2,9.1,2.1,64.4,11.4,0.7,1.8,0.5,0.2,,,,29.5,31.2598,9968.41,,18.5,4.7,6.2,23.6,31.0,,150.0,65.85,47.69,847.0,15574.3,3.58,865.674,17.757,883.43,38.397898,-87.232532
18127,49.1,38.4,3.0,91.3,164343,393.0,5.97381,0.530034,47.1063,0.537656,0.448246,64.7389,145.169,180.009,158400.0,60797.0,9.1,91.3,24.1,8.5,55.6,11.2,1.1,7.1,3.2,0.5,2.49353e-05,0.000137144,0.00188262,26.3,15.5662,6543.12,18.0,24.2,3.4,3.4,12.2,29.9,3.36929,255.0,59.18,42.65,680.0,14896.2,3.0,1083.011,268.395,1351.406,41.509922,-87.071308
18129,49.8,41.6,0.9,97.2,25910,63.3,4.14789,0.456346,60.7721,0.520648,0.508623,146.74,120.299,227.36,117900.0,57775.0,8.3,86.9,17.4,6.6,61.5,11.0,1.0,2.1,1.2,0.2,,,,27.6,20.8764,6423.4,20.6,20.5,3.3,2.4,15.4,31.1,3.4018,114.0,66.88,48.4,897.0,15825.2,3.39,1060.783,25.264,1086.047,38.027614,-87.868653
18131,50.5,41.7,0.7,97.2,13402,30.9,3.43076,0.413481,62.3449,0.610657,0.509492,118.04,203.849,89.76,97100.0,46141.0,15.7,84.7,13.8,4.9,59.2,11.7,1.0,1.5,0.5,0.0,7.25953e-05,0.000145191,0.00116153,28.1,24.864,9798.32,12.1,24.9,3.9,2.9,,34.1,3.38592,213.0,60.39,43.49,683.0,14925.5,3.03,1123.146,2.292,1125.438,41.045272,-86.692538
18133,52.8,37.9,4.0,93.4,37963,79.0,4.36945,0.432473,65.1168,0.587297,0.651421,127.68,169.949,27.92,115900.0,49821.0,9.6,84.0,16.1,7.4,51.9,12.0,1.3,3.6,1.5,0.2,0.0,0.000110795,0.000590907,30.2,18.601,6214.69,11.0,21.5,2.6,2.7,13.3,31.4,3.40191,209.0,62.09,45.96,727.0,15121.7,3.43,1244.562,5.605,1250.167,39.665545,-86.853325
